Text 1 -> TF-IDF Vector: [0.0, 0.0, 0.0, 0.22318718682982977, 0.0, 0.32158314403003224, 0.0, 0.0, 0.0, 0.18890717826328407, 0.2847771174136464, 0.0, 0.0, 0.0, 0.0, 0.5693133490703104, 0.21042178850748391, 0.0, 0.0, 0.0, 0.423298481482836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21531156976646343, 0.0, 0.0, 0.0, 0.24113438404243334, 0.0] 
Text 2 -> TF-IDF Vector: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9979833996301938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46240991060041, 0.0, 0.0, 0.6899227964813257, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.625945026275306, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] 
Text 3 -> TF-IDF Vector: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6296905942109469, 0.0, 0.9574061779283097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8379993314948054, 0.0, 0.0, 0.0, 0.0] 
Text 4 -> TF-IDF Vector: [0.0, 0.0, 0.0, 0.3719786447163829, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6165465474672133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3558035610467232, 1.5862747511087565, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] 
Text 5 -> TF-IDF Vector: [0.0, 0.0, 0.0, 0.24798576314425527, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6165465474672133, 0.0, 0.0, 0.0, 0.31525117409617937, 0.0, 0.0, 0.0, 0.0, 0.23720237403114883, 0.5287582503695856, 0.0, 0.0, 0.0, 0.23923507751829268, 0.0, 0.0, 0.0, 0.2679270933804815, 0.0] 
Text 6 -> TF-IDF Vector: [0.0, 0.0, 0.0, 0.5579679670745744, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4722679456582102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5260544712687097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.625945026275306, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] 
Text 7 -> TF-IDF Vector: [0.0, 0.0, 0.0, 0.0, 0.0, 0.6431662880600645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5744437067569859, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.423298481482836, 0.0, 0.0, 0.4269642732560679, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4822687680848667, 0.0] 
Text 8 -> TF-IDF Vector: [0.0, 0.0, 0.0, 0.5579679670745744, 0.0, 0.0, 0.0, 0.0, 0.4989916998150969, 0.0, 0.0, 0.35902731672311616, 0.0, 0.0, 0.0, 0.0, 0.2630272356343549, 0.34496139824066285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31424974931055205, 0.0, 0.0, 0.30141798005304166, 0.0] 
Text 9 -> TF-IDF Vector: [0.0, 0.0, 0.0, 0.2789839835372872, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2976343618675913, 0.34239632875317594, 0.231204955300205, 0.0, 0.2630272356343549, 0.0, 0.0, 0.0, 0.26456155092677247, 0.0, 0.0, 0.0, 0.5948530316657837, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4033495578052063, 0.0, 0.0] 
Text 10 -> TF-IDF Vector: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6847926575063519, 0.46240991060041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9001971360468398, 0.0, 0.5382789244161585, 0.0, 0.0, 0.0, 0.0, 0.0] 
